Timestamp,Open,High,Low,Close,Volume,OI
1674034339,81.8375,81.8375,81.8375,81.8375,5847,3148191,
1674034341,81.835,81.835,81.835,81.835,5,3148191,
1674034342,81.8375,81.8375,81.8375,81.8375,3,3148191,
1674034346,81.8375,81.8375,81.8375,81.8375,100,3148191,
1674034349,81.835,81.835,81.835,81.835,65,3148191,
1674034350,81.835,81.835,81.835,81.835,360,3148191,
1674034353,81.835,81.835,81.835,81.835,64,3148191,
1674034357,81.835,81.835,81.835,81.835,1,3148191,
1674034364,81.835,81.835,81.835,81.835,1,3148191,
1674034366,81.835,81.835,81.835,81.835,203,3148191,
1674034369,81.8325,81.8325,81.8325,81.8325,120,3148191,
1674034370,81.8325,81.8325,81.8325,81.8325,20,3148191,
1674034375,81.8325,81.8325,81.8325,81.8325,418,3148191,
1674034376,81.835,81.835,81.835,81.835,5,3148191,
1674034379,81.8375,81.8375,81.8375,81.8375,30,3148191,
1674034380,81.835,81.835,81.835,81.835,1,3148191,
1674034383,81.8375,81.8375,81.8375,81.8375,99,3148191,
1674034388,81.8375,81.8375,81.8375,81.8375,4,3148191,
1674034391,81.8375,81.8375,81.8375,81.8375,4537,3148191,
1674034393,81.8375,81.8375,81.8375,81.8375,112,3148191,
1674034394,81.8375,81.8375,81.8375,81.8375,747,3148191,
1674034397,81.835,81.8375,81.835,81.8375,9,3148191,
1674034399,81.8375,81.8375,81.835,81.835,2452,3148191,
1674034400,81.835,81.835,81.835,81.835,2,3148191,
1674034404,81.835,81.8375,81.835,81.8375,11,3148191,
1674034405,81.8375,81.8375,81.8375,81.8375,1416,3148191,
1674034412,81.835,81.835,81.835,81.835,16,3148191,
1674034413,81.8375,81.8375,81.8375,81.8375,20,3148191,
1674034415,81.835,81.835,81.8325,81.8325,423,3148191,
1674034416,81.8325,81.8325,81.8325,81.8325,61,3148191,
1674034419,81.835,81.8375,81.835,81.8375,41,3148191,
1674034420,81.835,81.835,81.835,81.835,31,3148191,
1674034422,81.835,81.835,81.835,81.835,350,3148191,
1674034427,81.835,81.835,81.835,81.835,21,3148191,
1674034429,81.8375,81.8375,81.8375,81.8375,401,3148191,
1674034430,81.8375,81.8375,81.8375,81.8375,60,3148191,
1674034431,81.8375,81.8375,81.8375,81.8375,50,3148191,
1674034433,81.835,81.835,81.835,81.835,44,3148191,
1674034434,81.8375,81.8375,81.8375,81.8375,67,3148191,
1674034437,81.8375,81.8375,81.8375,81.8375,833,3148191,
1674034440,81.8375,81.8375,81.8375,81.8375,130,3148191,
1674034441,81.8375,81.8375,81.8375,81.8375,25,3148191,
1674034442,81.8375,81.8375,81.8375,81.8375,2,3148191,
1674034445,81.835,81.835,81.835,81.835,7,3148191,
1674034447,81.8375,81.8375,81.8375,81.8375,5,3148191,
1674034450,81.8375,81.8375,81.8375,81.8375,2313,3148191,
1674034453,81.8375,81.8375,81.8375,81.8375,26,3148191,
1674034454,81.8375,81.8375,81.8375,81.8375,296,3148191,
1674034455,81.8375,81.8375,81.8375,81.8375,140,3148191,
1674034456,81.8375,81.8375,81.8375,81.8375,51,3148191,
1674034459,81.8375,81.8375,81.8375,81.8375,2184,3148191,
1674034462,81.8375,81.8375,81.835,81.835,206,3148191,
1674034463,81.8375,81.8375,81.8375,81.8375,972,3148191,
1674034464,81.8375,81.8375,81.8375,81.8375,1471,3148191,
1674034465,81.8375,81.8375,81.8375,81.8375,350,3148191,
1674034466,81.8375,81.8375,81.8375,81.8375,0,3148191,
1674034467,81.8375,81.8375,81.8375,81.8375,1275,3148191,
1674034468,81.8375,81.8375,81.8375,81.8375,25,3148191,
1674034470,81.835,81.835,81.835,81.835,28,3148191,
1674034472,81.8375,81.8375,81.8375,81.8375,754,3148191,
1674034474,81.8375,81.8375,81.8375,81.8375,276,3148191,
1674034475,81.835,81.835,81.835,81.835,1,3148191,
1674034477,81.8375,81.8375,81.8375,81.8375,21,3148191,
1674034479,81.835,81.835,81.835,81.835,1,3148191,
1674034481,81.835,81.835,81.835,81.835,146,3148191,
1674034483,81.8375,81.8375,81.8375,81.8375,1005,3148191,
1674034484,81.8375,81.8375,81.8375,81.8375,5,3148191,
1674034486,81.8375,81.8375,81.8375,81.8375,10,3148191,
1674034489,81.835,81.835,81.835,81.835,1,3148191,
1674034490,81.8375,81.8375,81.8375,81.8375,550,3148191,
1674034491,81.8375,81.8375,81.8375,81.8375,555,3148191,
1674034493,81.8375,81.8375,81.835,81.835,12,3148191,
1674034494,81.835,81.835,81.835,81.835,0,3148191,
1674034495,81.8375,81.8375,81.8375,81.8375,3521,3148191,
1674034496,81.8375,81.8375,81.8375,81.8375,2032,3148191,
1674034499,81.835,81.835,81.835,81.835,1,3148191,
1674034500,81.835,81.835,81.835,81.835,1,3148191,
1674034502,81.835,81.8375,81.835,81.8375,38,3148191,
1674034504,81.8375,81.8375,81.8375,81.8375,11,3148191,
1674034505,81.8375,81.8375,81.8375,81.8375,1078,3148191,
1674034506,81.8375,81.8375,81.8375,81.8375,5,3148191,
1674034509,81.835,81.835,81.835,81.835,1,3148191,
1674034510,81.835,81.835,81.835,81.835,1,3167351,
1674034512,81.835,81.835,81.835,81.835,2,3167351,
1674034515,81.835,81.835,81.835,81.835,3,3167351,
1674034516,81.8375,81.8375,81.8375,81.8375,2,3167351,
1674034517,81.835,81.835,81.835,81.835,1,3167351,
1674034520,81.835,81.8375,81.835,81.835,34,3167351,
1674034521,81.8375,81.8375,81.8375,81.8375,1409,3167351,
1674034522,81.8375,81.8375,81.8375,81.8375,27,3167351,
1674034524,81.8375,81.8375,81.8375,81.8375,1408,3167351,
1674034525,81.8375,81.84,81.8375,81.84,90,3167351,
1674034526,81.84,81.84,81.84,81.84,200,3167351,
1674034527,81.8425,81.8425,81.8425,81.8425,1,3167351,
1674034529,81.845,81.845,81.845,81.845,588,3167351,
1674034530,81.85,81.85,81.85,81.85,1204,3167351,
1674034531,81.8475,81.8475,81.8475,81.8475,347,3167351,
1674034533,81.8475,81.85,81.8475,81.85,354,3167351,
1674034534,81.85,81.85,81.85,81.85,31,3167351,
1674034537,81.85,81.85,81.8475,81.8475,44,3167351,
1674034539,81.85,81.85,81.85,81.85,100,3167351,
1674034541,81.8475,81.8475,81.8475,81.8475,25,3167351,
1674034542,81.8475,81.8475,81.8475,81.8475,0,3167351,
1674034543,81.8475,81.8475,81.8475,81.8475,201,3167351,
1674034544,81.845,81.845,81.845,81.845,1,3167351,
1674034547,81.85,81.855,81.85,81.855,187,3167351,
1674034548,81.855,81.855,81.85,81.85,976,3167351,
1674034549,81.85,81.85,81.85,81.85,16,3167351,
1674034550,81.85,81.85,81.85,81.85,1,3167351,
1674034551,81.8475,81.8475,81.8475,81.8475,4,3167351,
1674034553,81.85,81.85,81.85,81.85,1,3167351,
1674034554,81.85,81.85,81.85,81.85,5,3167351,
1674034555,81.85,81.85,81.85,81.85,56,3167351,
1674034558,81.8475,81.85,81.8475,81.8475,27,3167351,
1674034559,81.8475,81.8475,81.8475,81.8475,310,3167351,
1674034560,81.8475,81.8475,81.8475,81.8475,27,3167351,
1674034561,81.8475,81.8475,81.845,81.845,1,3167351,
1674034562,81.845,81.8475,81.845,81.8475,18,3167351,
1674034565,81.8475,81.8475,81.8475,81.8475,1,3167351,
1674034566,81.8475,81.8475,81.8475,81.8475,16,3167351,
1674034567,81.8475,81.8475,81.8475,81.8475,154,3167351,
1674034569,81.85,81.85,81.85,81.85,181,3167351,
1674034570,81.85,81.85,81.85,81.85,0,3167351,
1674034571,81.85,81.85,81.85,81.85,59,3167351,
1674034572,81.85,81.85,81.85,81.85,49,3167351,
1674034573,81.85,81.85,81.85,81.85,1,3167351,
1674034574,81.85,81.85,81.85,81.85,5,3167351,
1674034576,81.85,81.85,81.85,81.85,280,3167351,
1674034577,81.8475,81.8475,81.8475,81.8475,1527,3167351,
1674034579,81.85,81.85,81.85,81.85,476,3167351,
1674034580,81.8475,81.8475,81.8475,81.8475,80,3167351,
1674034582,81.8475,81.8475,81.8475,81.8475,259,3167351,
1674034584,81.8475,81.8475,81.8475,81.8475,1,3167351,
1674034585,81.85,81.85,81.85,81.85,10,3167351,
1674034588,81.85,81.85,81.85,81.85,442,3167351,
1674034591,81.85,81.85,81.8475,81.8475,51,3167351,
1674034592,81.8475,81.8475,81.8475,81.8475,41,3167351,
1674034594,81.8525,81.8525,81.8525,81.8525,822,3167351,
1674034595,81.85,81.85,81.85,81.85,101,3167351,
1674034596,81.8525,81.8525,81.8525,81.8525,45,3167351,
1674034598,81.8525,81.8525,81.8525,81.8525,110,3167351,
1674034599,81.855,81.855,81.855,81.855,258,3167351,
1674034602,81.855,81.855,81.855,81.855,1,3167351,
1674034604,81.855,81.855,81.855,81.855,93,3167351,
1674034605,81.855,81.855,81.855,81.855,17,3167351,
1674034606,81.8575,81.8575,81.855,81.855,8,3167351,
1674034607,81.855,81.855,81.855,81.855,5,3167351,
1674034608,81.855,81.8575,81.855,81.8575,52,3167351,
1674034609,81.855,81.855,81.855,81.855,17,3167351,
1674034610,81.855,81.855,81.855,81.855,128,3167351,
1674034611,81.8575,81.8575,81.8575,81.8575,44,3167351,
1674034612,81.8525,81.855,81.8525,81.855,256,3167351,
1674034613,81.8525,81.8525,81.8525,81.8525,1,3167351,
1674034614,81.8575,81.8575,81.8575,81.8575,10,3167351,
1674034619,81.855,81.855,81.855,81.855,916,3167351,
1674034621,81.8575,81.8575,81.8575,81.8575,80,3167351,
1674034622,81.855,81.855,81.855,81.855,3,3167351,
1674034625,81.8525,81.8525,81.8525,81.8525,200,3167351,
1674034626,81.8575,81.8575,81.8575,81.8575,141,3167351,
1674034627,81.8575,81.8575,81.8575,81.8575,25,3167351,
1674034628,81.8575,81.8575,81.8575,81.8575,140,3167351,
1674034631,81.8525,81.855,81.8525,81.855,132,3167351,
1674034632,81.855,81.855,81.855,81.855,85,3167351,
1674034635,81.86,81.86,81.8575,81.8575,1072,3167351,
1674034636,81.86,81.86,81.86,81.86,3,3167351,
1674034637,81.86,81.86,81.86,81.86,48,3167351,
1674034639,81.86,81.86,81.86,81.86,285,3167351,
1674034640,81.8625,81.8625,81.86,81.86,70,3167351,
1674034641,81.86,81.86,81.86,81.86,5,3167351,
1674034642,81.865,81.865,81.86,81.86,44,3167351,
1674034643,81.86,81.86,81.86,81.86,332,3167351,
1674034644,81.865,81.865,81.865,81.865,1,3167351,
1674034646,81.86,81.86,81.86,81.86,20,3167351,
1674034648,81.865,81.865,81.865,81.865,120,3167351,
1674034649,81.8625,81.8625,81.86,81.86,31,3167351,
1674034650,81.86,81.8625,81.86,81.8625,36,3167351,
1674034651,81.865,81.865,81.865,81.865,102,3167351,
1674034653,81.86,81.86,81.86,81.86,11,3167351,
1674034657,81.8625,81.8625,81.8625,81.8625,71,3167351,
1674034658,81.865,81.865,81.865,81.865,777,3167351,
1674034659,81.8625,81.8625,81.8625,81.8625,41,3167351,
1674034662,81.8675,81.8675,81.8675,81.8675,1350,3167351,
1674034665,81.865,81.8675,81.865,81.8675,114,3167351,
1674034668,81.87,81.87,81.87,81.87,233,3167351,
1674034669,81.86,81.86,81.86,81.86,2372,3167351,
1674034671,81.85,81.85,81.85,81.85,765,3167351,
1674034672,81.85,81.85,81.85,81.85,5,3167351,
1674034673,81.8525,81.8525,81.8525,81.8525,588,3167351,
1674034674,81.85,81.85,81.85,81.85,351,3167351,
1674034676,81.85,81.8575,81.85,81.8575,517,3167351,
1674034677,81.8575,81.86,81.8575,81.86,1097,3167351,
1674034679,81.8575,81.8575,81.8575,81.8575,10,3167351,
1674034681,81.855,81.855,81.855,81.855,10,3167351,
1674034683,81.86,81.86,81.855,81.855,56,3167351,
1674034684,81.855,81.855,81.855,81.855,1287,3167351,
1674034685,81.855,81.855,81.855,81.855,819,3167351,
1674034687,81.86,81.86,81.86,81.86,33,3171285,
1674034689,81.8575,81.8575,81.8575,81.8575,19,3171285,
1674034692,81.86,81.86,81.8575,81.8575,21,3171285,
1674034693,81.86,81.86,81.86,81.86,96,3171285,
1674034695,81.86,81.86,81.86,81.86,31,3171285,
1674034699,81.86,81.86,81.86,81.86,71,3171285,
1674034700,81.8625,81.8625,81.8625,81.8625,221,3171285,
1674034702,81.8625,81.8625,81.8625,81.8625,59,3171285,
1674034703,81.8625,81.8625,81.8625,81.8625,9,3171285,
1674034707,81.86,81.86,81.86,81.86,43,3171285,
1674034708,81.86,81.86,81.86,81.86,130,3171285,
1674034709,81.86,81.86,81.86,81.86,108,3171285,
1674034710,81.86,81.86,81.86,81.86,1,3171285,
1674034713,81.86,81.8625,81.86,81.8625,105,3171285,
1674034714,81.8625,81.8625,81.86,81.86,25,3171285,
1674034715,81.86,81.86,81.86,81.86,0,3171285,
1674034716,81.86,81.86,81.86,81.86,20,3171285,
1674034717,81.86,81.86,81.86,81.86,2,3171285,
1674034719,81.86,81.86,81.86,81.86,1,3171285,
1674034720,81.86,81.86,81.86,81.86,30,3171285,
1674034721,81.86,81.86,81.86,81.86,15,3171285,
1674034723,81.86,81.86,81.86,81.86,50,3171285,
1674034724,81.86,81.86,81.86,81.86,2,3171285,
1674034728,81.86,81.86,81.86,81.86,33,3171285,
1674034730,81.8625,81.8625,81.8625,81.8625,120,3171285,
1674034732,81.8625,81.8625,81.8625,81.8625,9,3171285,
1674034733,81.8625,81.8625,81.8625,81.8625,45,3171285,
1674034734,81.8625,81.8625,81.86,81.86,117,3171285,
1674034736,81.86,81.8625,81.86,81.8625,9,3171285,
1674034737,81.8625,81.8625,81.8575,81.8575,55,3171285,
1674034739,81.86,81.86,81.86,81.86,4,3171285,
1674034742,81.86,81.86,81.86,81.86,147,3171285,
1674034743,81.8625,81.8625,81.8625,81.8625,1,3171285,
1674034747,81.8625,81.8625,81.8575,81.8575,7,3171285,
1674034748,81.8575,81.8575,81.8575,81.8575,10,3171285,
1674034750,81.8575,81.8575,81.8575,81.8575,10,3171285,
1674034752,81.86,81.86,81.86,81.86,1,3171285,
1674034755,81.8575,81.8575,81.8575,81.8575,1,3171285,
1674034760,81.8575,81.8575,81.8575,81.8575,40,3171285,
1674034763,81.8575,81.8575,81.8575,81.8575,21,3171285,
1674034764,81.855,81.855,81.855,81.855,27,3171285,
1674034766,81.855,81.855,81.855,81.855,20,3171285,
1674034769,81.855,81.855,81.855,81.855,198,3171285,
1674034774,81.855,81.855,81.855,81.855,902,3171285,
1674034776,81.855,81.855,81.855,81.855,425,3171285,
1674034777,81.855,81.855,81.855,81.855,1,3171285,
1674034780,81.8525,81.855,81.8525,81.855,82,3171285,
1674034781,81.855,81.855,81.855,81.855,3,3171285,
1674034782,81.855,81.855,81.855,81.855,0,3171285,
1674034786,81.8525,81.8525,81.8525,81.8525,10,3171285,
1674034789,81.855,81.855,81.855,81.855,27,3171285,
1674034790,81.8525,81.8525,81.8525,81.8525,2,3171285,
1674034795,81.8525,81.8525,81.8525,81.8525,501,3171285,
1674034799,81.8525,81.8525,81.8525,81.8525,1,3171285,
1674034800,81.855,81.855,81.855,81.855,20,3171285,
1674034802,81.855,81.855,81.855,81.855,12,3171285,
1674034803,81.855,81.855,81.855,81.855,18,3171285,
1674034804,81.855,81.855,81.855,81.855,359,3171285,
1674034805,81.855,81.855,81.855,81.855,55,3171285,
1674034807,81.8575,81.8575,81.855,81.855,189,3171285,
1674034808,81.8575,81.8575,81.8575,81.8575,97,3171285,
1674034809,81.86,81.86,81.86,81.86,642,3171285,
1674034810,81.86,81.86,81.86,81.86,94,3171285,
1674034811,81.86,81.86,81.86,81.86,9,3171285,
1674034812,81.86,81.86,81.86,81.86,20,3171285,
1674034813,81.86,81.86,81.86,81.86,267,3171285,
1674034815,81.8625,81.8625,81.8625,81.8625,28,3171285,
1674034816,81.8625,81.8625,81.8625,81.8625,27,3171285,
1674034818,81.86,81.8625,81.86,81.8625,52,3171285,
1674034819,81.8625,81.8625,81.8625,81.8625,4,3171285,
1674034822,81.8625,81.8625,81.8625,81.8625,89,3171285,
1674034827,81.8625,81.8625,81.8575,81.86,1500,3171285,
1674034828,81.86,81.86,81.855,81.855,426,3171285,
1674034829,81.8575,81.8575,81.8575,81.8575,50,3171285,
1674034834,81.86,81.86,81.86,81.86,31,3171285,
1674034835,81.8575,81.8575,81.8575,81.8575,100,3171285,
1674034837,81.86,81.86,81.86,81.86,423,3171285,
1674034840,81.8625,81.8625,81.8625,81.8625,298,3171285,
1674034841,81.8625,81.8625,81.8625,81.8625,204,3171285,
1674034842,81.8625,81.865,81.8625,81.865,13,3171285,
1674034846,81.8625,81.8625,81.8625,81.8625,30,3171285,
1674034849,81.8625,81.8625,81.8625,81.8625,42,3171285,
1674034851,81.865,81.865,81.8625,81.8625,26,3171285,
1674034852,81.8625,81.8625,81.8625,81.8625,0,3171285,
1674034853,81.8625,81.8625,81.8625,81.8625,3,3171285,
1674034855,81.8625,81.8625,81.8625,81.8625,17,3171285,
1674034859,81.865,81.865,81.8625,81.8625,110,3171285,
1674034860,81.865,81.865,81.865,81.865,207,3171285,
1674034861,81.8625,81.865,81.8625,81.865,72,3171285,
1674034863,81.8675,81.8675,81.8675,81.8675,65,3171285,
1674034864,81.8675,81.8675,81.8625,81.8625,14,3171285,
1674034866,81.8625,81.8625,81.8625,81.8625,2,3171285,
1674034868,81.865,81.865,81.865,81.865,9,3171285,
1674034870,81.865,81.865,81.865,81.865,16,3173313,
1674034871,81.865,81.865,81.865,81.865,6,3173313,
1674034875,81.8625,81.8625,81.8625,81.8625,43,3173313,
1674034877,81.8625,81.8625,81.8625,81.8625,11,3173313,
1674034878,81.865,81.865,81.865,81.865,34,3173313,
1674034881,81.865,81.865,81.865,81.865,33,3173313,
1674034883,81.865,81.865,81.865,81.865,106,3173313,
1674034886,81.865,81.865,81.865,81.865,1,3173313,
1674034888,81.8675,81.8675,81.8675,81.8675,5,3173313,
1674034891,81.865,81.87,81.865,81.87,9,3173313,
1674034892,81.87,81.87,81.87,81.87,150,3173313,
1674034897,81.87,81.87,81.87,81.87,961,3173313,
1674034898,81.8675,81.8675,81.8675,81.8675,2,3173313,
1674034899,81.8675,81.8675,81.8675,81.8675,61,3173313,
1674034902,81.8675,81.87,81.8675,81.87,6,3173313,
1674034903,81.87,81.87,81.87,81.87,5,3173313,
1674034904,81.87,81.87,81.87,81.87,5,3173313,
1674034907,81.87,81.87,81.87,81.87,12,3173313,
1674034909,81.87,81.87,81.8675,81.8675,57,3173313,
1674034910,81.8675,81.8675,81.8675,81.8675,58,3173313,
1674034912,81.865,81.865,81.865,81.865,143,3173313,
1674034914,81.865,81.865,81.865,81.865,112,3173313,
1674034919,81.8625,81.8625,81.8625,81.8625,22,3173313,
1674034922,81.8625,81.8625,81.8625,81.8625,20,3173313,
1674034926,81.8625,81.8625,81.8625,81.8625,301,3173313,
1674034927,81.8625,81.8625,81.8625,81.8625,0,3173313,
1674034928,81.8625,81.8625,81.8625,81.8625,9,3173313,
1674034929,81.8625,81.8625,81.8625,81.8625,150,3173313,
1674034931,81.855,81.855,81.855,81.855,488,3173313,
1674034932,81.86,81.86,81.86,81.86,250,3173313,
1674034936,81.855,81.855,81.855,81.855,7,3173313,
1674034938,81.855,81.855,81.855,81.855,10,3173313,
1674034940,81.855,81.855,81.855,81.855,240,3173313,
1674034941,81.855,81.855,81.855,81.855,140,3173313,
1674034946,81.855,81.855,81.855,81.855,1000,3173313,
1674034947,81.855,81.855,81.855,81.855,1,3173313,
1674034948,81.8525,81.8525,81.8525,81.8525,30,3173313,
1674034954,81.85,81.85,81.85,81.85,392,3173313,
1674034955,81.8475,81.85,81.8475,81.85,12,3173313,
1674034956,81.85,81.85,81.8475,81.8475,83,3173313,
1674034957,81.845,81.845,81.845,81.845,157,3173313,
1674034961,81.845,81.845,81.845,81.845,2,3173313,
1674034962,81.845,81.845,81.845,81.845,1279,3173313,
1674034966,81.8475,81.8475,81.8475,81.8475,15,3173313,
1674034969,81.8475,81.8475,81.8475,81.8475,5,3173313,
1674034972,81.8475,81.8475,81.8475,81.8475,57,3173313,
1674034973,81.8475,81.8475,81.8475,81.8475,53,3173313,
1674034974,81.8475,81.8475,81.8475,81.8475,0,3173313,
1674034978,81.85,81.85,81.85,81.85,60,3173313,
1674034979,81.85,81.85,81.85,81.85,600,3173313,
1674034980,81.85,81.85,81.85,81.85,1,3173313,
1674034982,81.85,81.8525,81.85,81.8525,451,3173313,
1674034983,81.8525,81.8525,81.8525,81.8525,525,3173313,
1674034986,81.8525,81.8525,81.8525,81.8525,188,3173313,
1674034995,81.8475,81.8475,81.8475,81.8475,1350,3173313,
1674034997,81.8475,81.8475,81.8475,81.8475,1112,3173313,
1674034999,81.85,81.85,81.85,81.85,1,3173313,
1674035001,81.85,81.85,81.85,81.85,10,3173313,
1674035004,81.85,81.85,81.85,81.85,2,3173313,
1674035007,81.85,81.85,81.85,81.85,141,3173313,
1674035008,81.85,81.85,81.85,81.85,40,3173313,
1674035009,81.8475,81.8475,81.8475,81.8475,2,3173313,
1674035010,81.8475,81.8475,81.8475,81.8475,123,3173313,
1674035011,81.8475,81.8475,81.8475,81.8475,1,3173313,
1674035013,81.8475,81.8475,81.8475,81.8475,1077,3173313,
1674035018,81.845,81.845,81.845,81.845,1,3173313,
1674035024,81.85,81.85,81.85,81.85,8,3173313,
1674035025,81.8475,81.8475,81.8475,81.8475,144,3173313,
1674035026,81.845,81.845,81.845,81.845,28,3173313,
1674035027,81.85,81.85,81.85,81.85,9,3173313,
1674035029,81.85,81.85,81.85,81.85,52,3173313,
1674035033,81.8525,81.8525,81.85,81.85,559,3173313,
1674035036,81.85,81.85,81.85,81.85,1,3173313,
1674035038,81.8475,81.8475,81.8475,81.8475,6,3173313,
1674035039,81.8475,81.8475,81.8475,81.8475,156,3173313,
1674035041,81.8475,81.8475,81.8475,81.8475,520,3173313,
1674035044,81.845,81.845,81.845,81.845,10,3173313,
1674035045,81.845,81.845,81.845,81.845,30,3173313,
1674035048,81.845,81.845,81.845,81.845,1,3172607,
1674035053,81.8475,81.8475,81.845,81.845,3,3172607,
1674035058,81.845,81.845,81.845,81.845,3,3172607,
